epoch;loss;val_loss
0;0.3019025921821594;0.24233600497245789
1;0.1756424903869629;0.20419751107692719
2;0.1598723977804184;0.17177902162075043
3;0.1525159776210785;0.1589946448802948
4;0.1479252576828003;0.1548028141260147
5;0.14590735733509064;0.14496609568595886
6;0.1439579576253891;0.14273642003536224
7;0.1431838423013687;0.14089632034301758
8;0.1423460990190506;0.13760556280612946
9;0.1409219354391098;0.13705696165561676
10;0.138685405254364;0.13391898572444916
11;0.13493108749389648;0.13002027571201324
12;0.13215959072113037;0.12843163311481476
13;0.12989869713783264;0.1261361837387085
14;0.12815792858600616;0.1252296268939972
15;0.12710076570510864;0.12632298469543457
16;0.12432850897312164;0.12062517553567886
17;0.11948312073945999;0.11734897643327713
18;0.11654551327228546;0.1157911941409111
19;0.11515115201473236;0.1125168576836586
20;0.11427677422761917;0.1107073426246643
21;0.11328494548797607;0.11161159723997116
22;0.11275595426559448;0.11020711064338684
23;0.11231314390897751;0.10915350168943405
24;0.11200220882892609;0.10862594097852707
25;0.11176437139511108;0.11217279732227325
26;0.1108926385641098;0.10682328790426254
27;0.11025712639093399;0.10734284669160843
28;0.10890836268663406;0.10432480275630951
29;0.10659022629261017;0.1075323149561882
30;0.1050436869263649;0.10291814059019089
31;0.10434236377477646;0.10287131369113922
32;0.10369410365819931;0.10024267435073853
33;0.10331423580646515;0.10036646574735641
34;0.10288180410861969;0.10030913352966309
35;0.10274174809455872;0.09959978610277176
36;0.10259263962507248;0.09932183474302292
37;0.10244189202785492;0.09981664270162582
38;0.10205944627523422;0.09913364797830582
39;0.10165545344352722;0.09999077022075653
40;0.10185631364583969;0.09844135493040085
41;0.10122906416654587;0.09984269738197327
42;0.10153550654649734;0.09961684048175812
43;0.10101894289255142;0.09922371059656143
44;0.1010417714715004;0.09998217225074768
45;0.10103584825992584;0.10097448527812958
46;0.10077570378780365;0.0979936346411705
47;0.10038366168737411;0.09690407663583755
48;0.10049180686473846;0.09751525521278381
49;0.10010438412427902;0.09786887466907501
50;0.10014908015727997;0.09871450811624527
51;0.10007543116807938;0.09752067923545837
52;0.09961865842342377;0.09650474786758423
53;0.09987735003232956;0.09706740826368332
54;0.0994618684053421;0.09597717970609665
55;0.09953150898218155;0.09762747585773468
56;0.09941376000642776;0.09913412481546402
57;0.09919074177742004;0.09588322788476944
58;0.09935559332370758;0.09649406373500824
59;0.09909030050039291;0.09573423117399216
60;0.09864292293787003;0.09623900800943375
61;0.09873080998659134;0.09563715755939484
62;0.0989486426115036;0.09552054852247238
63;0.09885814040899277;0.09611495584249496
64;0.09871038794517517;0.09720882028341293
65;0.09851763397455215;0.09577768296003342
66;0.09841646999120712;0.09830325841903687
67;0.09876151382923126;0.09644497185945511
68;0.09836253523826599;0.09628568589687347
69;0.0981132909655571;0.09625010937452316
70;0.09846217185258865;0.09647802263498306
71;0.0982189029455185;0.09509715437889099
72;0.09823745489120483;0.09493103623390198
73;0.09800580143928528;0.09536609053611755
74;0.09795354306697845;0.09614444524049759
75;0.09801004081964493;0.09486161172389984
76;0.09813588112592697;0.09488134831190109
77;0.09764134138822556;0.09560959786176682
78;0.09744193404912949;0.0949515774846077
79;0.09560064971446991;0.097999207675457
80;0.08669696748256683;0.08322462439537048
81;0.08357393741607666;0.08049865067005157
82;0.08197802305221558;0.08076893538236618
83;0.08054960519075394;0.08080434054136276
84;0.07894480973482132;0.07875748723745346
85;0.07796911150217056;0.07494142651557922
86;0.07747599482536316;0.07483001053333282
87;0.07725280523300171;0.07548701018095016
88;0.07689125835895538;0.07521560043096542
89;0.07658253610134125;0.07373591512441635
90;0.0763426274061203;0.07364972680807114
91;0.07565908133983612;0.07370106130838394
92;0.0751274824142456;0.07208161056041718
93;0.07465483248233795;0.07468771189451218
94;0.074409618973732;0.0714588463306427
95;0.07401128858327866;0.07079804688692093
96;0.07388552278280258;0.07186129689216614
97;0.07362544536590576;0.0727202370762825
98;0.07313822954893112;0.0713033527135849
99;0.073141910135746;0.07130145281553268
100;0.07261635363101959;0.07031570374965668
101;0.0725150853395462;0.07006224989891052
102;0.07264690101146698;0.07065917551517487
103;0.0724288746714592;0.0714324340224266
104;0.0719737857580185;0.07153801620006561
105;0.07210343331098557;0.07038130611181259
106;0.07205510139465332;0.07077071070671082
107;0.07174515724182129;0.06932038813829422
108;0.07190261781215668;0.06999415904283524
109;0.07152743637561798;0.06970831006765366
110;0.07124028354883194;0.06880231946706772
111;0.0711481049656868;0.06926580518484116
112;0.07117801904678345;0.07006658613681793
113;0.0710887610912323;0.06888046860694885
114;0.07118597626686096;0.069548599421978
115;0.07100175321102142;0.06930691003799438
116;0.07086199522018433;0.06794915348291397
117;0.07083945721387863;0.06894095987081528
118;0.07077078521251678;0.07001783698797226
119;0.07087411731481552;0.07068872451782227
120;0.07056082040071487;0.06847906112670898
121;0.07045159488916397;0.06910881400108337
122;0.07041898369789124;0.0683748796582222
123;0.07050565630197525;0.07056644558906555
124;0.0702882930636406;0.0694676861166954
125;0.07023326307535172;0.06955968588590622
126;0.07003500312566757;0.0680859312415123
127;0.07011844217777252;0.06972654908895493
128;0.07001066952943802;0.06761770695447922
129;0.07013403624296188;0.06758883595466614
130;0.06982210278511047;0.06856068968772888
131;0.06971320509910583;0.06856260448694229
132;0.06935819983482361;0.0687112808227539
133;0.06973541527986526;0.06889869272708893
134;0.06973374634981155;0.06855396926403046
135;0.06964761763811111;0.06728481501340866
136;0.06948027014732361;0.06698475033044815
137;0.06921299546957016;0.06865615397691727
138;0.06916695833206177;0.06733560562133789
139;0.06940177083015442;0.06725310534238815
